#,PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFG%,TS%
580,Slater Martin,745,21889,7337,2632,7224,36.4,0,0,0,2073,2720,76.2,0,0,2302,3160,0,0,0,36.4,43.6
581,B.J. Armstrong,747,17790,7320,2850,5981,47.7,436,1026,42.5,1184,1383,85.6,192,1129,1321,2479,533,47,889,51.3,55.5
582,Chris Ford,794,22043,7314,3160,6874,46,126,336,37.5,868,1188,73.1,820,1308,2394,2719,1152,192,726,46.9,49.4
583,Erick Dampier,987,23999,7309,2784,5595,49.8,2,16,12.5,1739,2779,62.6,2723,4282,7005,817,330,1398,1435,49.8,53.6
584,Evan Fournier,518,14714,7306,2637,5870,44.9,925,2457,37.6,1107,1372,80.7,223,1196,1419,1345,443,58,857,52.8,56.4
585,Frank Brickowski,731,16279,7302,2873,5538,51.9,55,170,32.4,1501,2028,74,1007,2403,3410,1384,644,285,1372,52.4,56.8
586,Robin Lopez,826,18512,7273,3040,5744,52.9,44,147,29.9,1149,1530,75.1,1908,2283,4191,683,199,968,908,53.3,56.7
587,Josh Howard,507,15350,7270,2759,6161,44.8,342,1029,33.2,1410,1830,77,846,2040,2886,817,530,276,723,47.6,52.2
588,Keith Erickson,766,18841,7251,3014,6926,43.5,0,0,0,1223,1591,76.9,306,827,3448,1991,222,45,0,43.5,47.5
589,Markieff Morris,631,16145,7250,2797,6237,44.8,522,1516,34.4,1134,1457,77.8,799,2585,3384,1054,547,347,1011,49,52.7
590,Marcus Morris Sr.,600,16176,7248,2652,6151,43.1,890,2425,36.7,1054,1389,75.9,584,2211,2795,905,421,168,721,50.3,53.6
591,Chris Gatling,700,13759,7232,2804,5469,51.3,50,201,24.9,1574,2386,66,1248,2493,3741,461,464,375,1069,51.7,55.5
592,Phil Hubbard,665,15863,7228,2672,5394,49.5,1,26,3.8,1883,2667,70.6,1502,2036,3538,857,574,89,1310,49.5,55
593,Victor Oladipo,415,13698,7207,2654,6015,44.1,639,1827,35,1260,1589,79.3,256,1644,1900,1628,691,202,1061,49.4,53.7
594,Roy Hinson,507,15543,7206,2776,5568,49.9,0,12,0,1654,2232,74.1,1056,2396,3452,495,306,882,1009,49.9,55
595,Terry Mills,678,16424,7175,2847,6227,45.7,533,1387,38.4,948,1214,78.1,1029,2651,3680,891,397,296,851,50,53.1
596,Kerry Kittles,507,16932,7165,2779,6337,43.9,694,1838,37.8,913,1171,78,513,1470,1983,1295,811,221,621,49.3,52.3
597,Neal Walk,568,13832,7157,2928,6386,45.9,0,0,0,1301,1717,75.8,429,1163,4392,1214,140,105,0,45.9,50.1
598,Flynn Robinson,494,11569,7147,2775,6082,45.6,0,0,0,1597,1881,84.9,0,0,1294,1516,0,0,0,45.6,51.7
598,Bonzi Wells,591,15133,7147,2814,6111,46,223,683,32.7,1296,1860,69.7,800,1937,2737,1249,769,192,1215,47.9,51.6
600,Ramon Sessions,691,16119,7141,2406,5539,43.4,208,658,31.6,2121,2681,79.1,339,1501,1840,2807,472,52,1173,45.3,53.1
601,Reggie Jackson,553,13933,7129,2653,6198,42.8,647,1923,33.6,1176,1372,85.7,302,1332,1634,2431,387,66,1067,48,52.4
602,Joe Caldwell,468,13874,7127,2958,6444,45.9,0,0,0,1211,1909,63.4,0,0,2367,1257,0,0,0,45.9,48.9
603,John Block,597,14316,7106,2592,5987,43.3,0,0,0,1922,2470,77.8,198,425,3965,805,111,67,0,43.3,50.2
604,Connie Dierking,706,15474,7094,2867,6880,41.7,0,0,0,1360,1951,69.7,0,0,4757,1053,0,0,0,41.7,45.8
605,Corey Brewer,814,18738,7092,2682,6310,42.5,503,1773,28.4,1225,1717,71.3,611,1668,2279,1248,1019,222,948,46.5,50.2
606,Pooh Richardson,639,19400,7083,3046,6867,44.4,358,1087,32.9,633,971,65.2,435,1372,1807,4180,817,111,1165,47,48.6
607,Ron Anderson,664,15112,7056,2936,6239,47.1,105,366,28.7,1079,1325,81.4,856,1456,2312,952,470,90,730,47.9,51.7
608,Ralph Sampson,456,13591,7039,2924,6012,48.6,10,58,17.2,1181,1786,66.1,1174,2837,4011,1038,390,752,1363,48.7,51.8
609,Vinny Del Negro,771,19205,7038,2863,6031,47.5,243,677,35.9,1069,1273,84,284,1526,1810,2484,576,65,820,49.5,53.4
610,Billy Owens,600,17615,7026,2873,5969,48.1,82,282,29.1,1198,1904,62.9,1449,2567,4016,1704,569,321,1310,48.8,51.6
611,Rod Higgins,779,17189,7011,2483,5336,46.5,352,1030,34.2,1693,2095,80.8,946,1873,2819,1254,485,359,786,49.8,56
612,Bob Rule,403,11862,7007,2777,6029,46.1,0,0,0,1453,2119,68.6,43,60,3333,594,12,10,0,46.1,50.3
613,Raja Bell,706,19814,6998,2581,5949,43.4,956,2357,40.6,880,1101,79.9,408,1560,1968,1208,484,130,695,51.4,54.4
614,Loy Vaught,689,16989,6984,3061,6074,50.4,21,86,24.4,841,1172,71.8,1482,3399,4881,652,510,228,822,50.6,53
615,Ty Lawson,551,16088,6977,2496,5424,46,473,1319,35.9,1512,1964,77,351,1155,1506,3316,636,52,1159,50.4,55.5
616,Ray Felix,637,15188,6974,2406,5841,41.2,0,0,0,2162,3187,67.8,0,0,5652,448,0,0,0,41.2,48.1
617,Dennis Schroder,494,12607,6968,2632,6043,43.6,561,1669,33.6,1143,1381,82.8,202,1199,1401,2254,390,61,1166,48.2,52.4
618,Ruben Patterson,649,15955,6953,2678,5180,51.7,35,196,17.9,1562,2436,64.1,1280,1417,2697,1150,751,249,1166,52,55.6
619,Beno Udrih,831,18184,6952,2740,5922,46.3,465,1334,34.9,1007,1209,83.3,308,1404,1712,2858,576,71,1179,50.2,53.9
620,Jim Fox,743,17294,6945,2611,5452,47.9,0,0,0,1723,2239,77,554,1215,5525,1201,151,79,0,47.9,53.9
621,George McCloud,766,17433,6925,2469,6140,40.2,920,2573,35.8,1067,1318,81,659,1683,2342,1769,593,190,1070,47.7,51.5
622,Bobby Wanzer,568,12128,6924,2268,5768,39.3,0,0,0,2388,2976,80.2,0,0,1979,1830,0,0,0,39.3,48.9
623,Curtis Rowe,590,18277,6873,2821,5847,48.2,0,0,0,1231,1756,70.1,913,1892,4264,932,199,193,164,48.2,51.9
624,Chucky Atkins,696,17305,6863,2479,6022,41.2,934,2565,36.4,971,1258,77.2,194,992,1186,2396,465,36,1018,48.9,52.2
